location_name,datetimeLocal,unit,no2,o3,pm10,pm25
Sheffield Devonshire Green - UKA00575,2024-05-21T00:11:00Z,µg/m³,23,44,14,7
Sheffield Devonshire Green - UKA00575,2024-05-21T00:12:00Z,µg/m³,30,44,13,7
Sheffield Devonshire Green - UKA00575,2024-05-21T00:13:00Z,µg/m³,35,43,14,7
Sheffield Devonshire Green - UKA00575,2024-05-21T00:14:00Z,µg/m³,27,43,14,7
Sheffield Devonshire Green - UKA00575,2024-05-21T00:15:00Z,µg/m³,27,45,14,7
Sheffield Devonshire Green - UKA00575,2024-05-21T00:17:00Z,µg/m³,31,51,15,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:18:00Z,µg/m³,39,52,16,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:19:00Z,µg/m³,48,50,16,8
Sheffield Devonshire Green - UKA00575,2024-05-21T00:20:00Z,µg/m³,68,46,16,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:21:00Z,µg/m³,71,41,17,9
Sheffield Devonshire Green - UKA00575,2024-05-21T00:22:00Z,µg/m³,62,35,18,10
Sheffield Devonshire Green - UKA00575,2024-05-21T00:23:00Z,µg/m³,62,32,18,10
Sheffield Devonshire Green - UKA00575,2024-06-21T00:00:00Z,µg/m³,57,22,19,11
Sheffield Devonshire Green - UKA00575,2024-06-21T00:02:00Z,µg/m³,46,10,20,12
Sheffield Devonshire Green - UKA00575,2024-06-21T00:03:00Z,µg/m³,46,6,21,12
Sheffield Devonshire Green - UKA00575,2024-06-21T00:04:00Z,µg/m³,26,4,21,13
Sheffield Devonshire Green - UKA00575,2024-06-21T00:05:00Z,µg/m³,26,4,21,13
Sheffield Devonshire Green - UKA00575,2024-06-21T00:06:00Z,µg/m³,30,3,21,13
Sheffield Devonshire Green - UKA00575,2024-06-21T00:07:00Z,µg/m³,37,3,21,14
Sheffield Devonshire Green - UKA00575,2024-06-21T00:08:00Z,µg/m³,47,3,21,14
Sheffield Devonshire Green - UKA00575,2024-06-21T00:09:00Z,µg/m³,47,4,22,15
Sheffield Devonshire Green - UKA00575,2024-06-21T00:10:00Z,µg/m³,43,7,23,15
Sheffield Devonshire Green - UKA00575,2024-06-21T00:11:00Z,µg/m³,35,11,23,16
Sheffield Devonshire Green - UKA00575,2024-06-21T00:12:00Z,µg/m³,35,14,24,17
Sheffield Devonshire Green - UKA00575,2024-06-21T00:13:00Z,µg/m³,35,19,24,18
Sheffield Devonshire Green - UKA00575,2024-06-21T00:14:00Z,µg/m³,24,23,25,18
Sheffield Devonshire Green - UKA00575,2024-06-21T00:15:00Z,µg/m³,16,29,25,19
Sheffield Devonshire Green - UKA00575,2024-06-21T00:16:00Z,µg/m³,18,34,26,19
Sheffield Devonshire Green - UKA00575,2024-06-21T00:17:00Z,µg/m³,27,37,26,20
Sheffield Devonshire Green - UKA00575,2024-06-21T00:18:00Z,µg/m³,38,36,27,20
Sheffield Devonshire Green - UKA00575,2024-06-21T00:19:00Z,µg/m³,53,33,27,21
Sheffield Devonshire Green - UKA00575,2024-06-21T00:20:00Z,µg/m³,44,31,28,21
Sheffield Devonshire Green - UKA00575,2024-06-21T00:21:00Z,µg/m³,43,27,29,22
Sheffield Devonshire Green - UKA00575,2024-06-21T00:22:00Z,µg/m³,52,23,29,23
Sheffield Devonshire Green - UKA00575,2024-06-21T00:23:00Z,µg/m³,52,19,29,23
Sheffield Devonshire Green - UKA00575,2024-07-21T00:00:00Z,µg/m³,44,12,31,24
Sheffield Devonshire Green - UKA00575,2024-07-21T00:02:00Z,µg/m³,33,7,32,25
Sheffield Devonshire Green - UKA00575,2024-07-21T00:03:00Z,µg/m³,33,6,33,25
Sheffield Devonshire Green - UKA00575,2024-07-21T00:04:00Z,µg/m³,11,9,33,26
Sheffield Devonshire Green - UKA00575,2024-07-21T00:05:00Z,µg/m³,11,9,34,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:06:00Z,µg/m³,9,17,34,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:07:00Z,µg/m³,10,22,35,28
Sheffield Devonshire Green - UKA00575,2024-07-21T00:08:00Z,µg/m³,15,26,35,28
Sheffield Devonshire Green - UKA00575,2024-07-21T00:09:00Z,µg/m³,17,31,34,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:10:00Z,µg/m³,22,36,33,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:11:00Z,µg/m³,24,39,33,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:12:00Z,µg/m³,25,39,32,26
Sheffield Devonshire Green - UKA00575,2024-07-21T00:13:00Z,µg/m³,22,39,32,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:14:00Z,µg/m³,13,39,32,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:15:00Z,µg/m³,15,40,33,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:16:00Z,µg/m³,15,40,33,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:17:00Z,µg/m³,15,40,33,28
Sheffield Devonshire Green - UKA00575,2024-07-21T00:18:00Z,µg/m³,17,40,33,28
Sheffield Devonshire Green - UKA00575,2024-07-21T00:19:00Z,µg/m³,14,41,33,28
Sheffield Devonshire Green - UKA00575,2024-07-21T00:20:00Z,µg/m³,13,43,33,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:21:00Z,µg/m³,7,45,32,27
Sheffield Devonshire Green - UKA00575,2024-07-21T00:22:00Z,µg/m³,5,47,32,26
Sheffield Devonshire Green - UKA00575,2024-07-21T00:23:00Z,µg/m³,5,47,31,26
Sheffield Devonshire Green - UKA00575,2024-08-21T00:00:00Z,µg/m³,1,53,30,25
Sheffield Devonshire Green - UKA00575,2024-08-21T00:02:00Z,µg/m³,2,57,29,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:04:00Z,µg/m³,2,57,29,23
Sheffield Devonshire Green - UKA00575,2024-08-21T00:05:00Z,µg/m³,2,57,29,23
Sheffield Devonshire Green - UKA00575,2024-08-21T00:07:00Z,µg/m³,11,51,30,23
Sheffield Devonshire Green - UKA00575,2024-08-21T00:09:00Z,µg/m³,13,44,31,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:12:00Z,µg/m³,6,46,33,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:13:00Z,µg/m³,6,47,33,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:14:00Z,µg/m³,7,50,33,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:15:00Z,µg/m³,6,52,33,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:17:00Z,µg/m³,7,59,33,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:19:00Z,µg/m³,21,60,34,24
Sheffield Devonshire Green - UKA00575,2024-08-21T00:22:00Z,µg/m³,15,60,37,26
Sheffield Devonshire Green - UKA00575,2024-08-21T00:23:00Z,µg/m³,15,60,38,26
Sheffield Devonshire Green - UKA00575,2024-09-21T00:00:00Z,µg/m³,11,57,39,28
Sheffield Devonshire Green - UKA00575,2024-09-21T00:02:00Z,µg/m³,17,53,41,29
Sheffield Devonshire Green - UKA00575,2024-09-21T00:03:00Z,µg/m³,17,53,42,29
Sheffield Devonshire Green - UKA00575,2024-09-21T00:04:00Z,µg/m³,8,51,43,30
Sheffield Devonshire Green - UKA00575,2024-09-21T00:06:00Z,µg/m³,10,50,44,31
Sheffield Devonshire Green - UKA00575,2024-09-21T00:07:00Z,µg/m³,9,50,45,32
Sheffield Devonshire Green - UKA00575,2024-09-21T00:08:00Z,µg/m³,13,48,46,32
Sheffield Devonshire Green - UKA00575,2024-09-21T00:09:00Z,µg/m³,22,46,46,33
Sheffield Devonshire Green - UKA00575,2024-09-21T00:11:00Z,µg/m³,15,42,48,34
Sheffield Devonshire Green - UKA00575,2024-09-21T00:14:00Z,µg/m³,15,40,48,35
Sheffield Devonshire Green - UKA00575,2024-09-21T00:16:00Z,µg/m³,21,42,49,35
Sheffield Devonshire Green - UKA00575,2024-09-21T00:20:00Z,µg/m³,24,46,51,37
Sheffield Devonshire Green - UKA00575,2024-09-21T00:21:00Z,µg/m³,27,44,51,37
Sheffield Devonshire Green - UKA00575,2024-09-21T00:22:00Z,µg/m³,21,42,52,38
Sheffield Devonshire Green - UKA00575,2024-09-21T00:23:00Z,µg/m³,21,41,52,38
Sheffield Devonshire Green - UKA00575,2024-10-21T00:00:00Z,µg/m³,12,40,52,39
Sheffield Devonshire Green - UKA00575,2024-10-21T00:02:00Z,µg/m³,12,39,52,39
Sheffield Devonshire Green - UKA00575,2024-10-21T00:05:00Z,µg/m³,13,39,52,39
Sheffield Devonshire Green - UKA00575,2024-10-21T00:06:00Z,µg/m³,11,39,50,38
Sheffield Devonshire Green - UKA00575,2024-10-21T00:08:00Z,µg/m³,6,41,48,37
Sheffield Devonshire Green - UKA00575,2024-10-21T00:09:00Z,µg/m³,8,41,47,36
Sheffield Devonshire Green - UKA00575,2024-10-21T00:15:00Z,µg/m³,26,37,44,35
Sheffield Devonshire Green - UKA00575,2024-10-21T00:16:00Z,µg/m³,20,36,44,34
Sheffield Devonshire Green - UKA00575,2024-10-21T00:18:00Z,µg/m³,22,36,43,34
Sheffield Devonshire Green - UKA00575,2024-10-21T00:19:00Z,µg/m³,21,37,44,35
Sheffield Devonshire Green - UKA00575,2024-10-21T00:20:00Z,µg/m³,25,37,43,35
Sheffield Devonshire Green - UKA00575,2024-10-21T00:21:00Z,µg/m³,12,39,43,34
Sheffield Devonshire Green - UKA00575,2024-10-21T00:23:00Z,µg/m³,13,43,41,33
Sheffield Devonshire Green - UKA00575,2024-11-21T00:02:00Z,µg/m³,2,50,40,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:03:00Z,µg/m³,2,51,40,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:04:00Z,µg/m³,1,54,39,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:05:00Z,µg/m³,1,55,39,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:08:00Z,µg/m³,16,54,40,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:09:00Z,µg/m³,24,52,40,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:10:00Z,µg/m³,26,49,40,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:11:00Z,µg/m³,28,47,40,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:12:00Z,µg/m³,29,44,39,32
Sheffield Devonshire Green - UKA00575,2024-11-21T00:13:00Z,µg/m³,23,42,39,31
Sheffield Devonshire Green - UKA00575,2024-11-21T00:14:00Z,µg/m³,21,40,39,31
Sheffield Devonshire Green - UKA00575,2024-11-21T00:16:00Z,µg/m³,30,37,38,30
Sheffield Devonshire Green - UKA00575,2024-11-21T00:17:00Z,µg/m³,27,36,37,30
Sheffield Devonshire Green - UKA00575,2024-11-21T00:18:00Z,µg/m³,25,37,36,29
Sheffield Devonshire Green - UKA00575,2024-11-21T00:19:00Z,µg/m³,22,37,35,28
Sheffield Devonshire Green - UKA00575,2024-11-21T00:20:00Z,µg/m³,37,35,34,27
Sheffield Devonshire Green - UKA00575,2024-11-21T00:21:00Z,µg/m³,34,33,33,26
Sheffield Devonshire Green - UKA00575,2024-11-21T00:22:00Z,µg/m³,35,31,33,26
Sheffield Devonshire Green - UKA00575,2024-11-21T00:23:00Z,µg/m³,35,30,32,25
Sheffield Devonshire Green - UKA00575,2024-12-21T00:00:00Z,µg/m³,27,27,31,25
Sheffield Devonshire Green - UKA00575,2024-12-21T00:02:00Z,µg/m³,17,24,30,24
Sheffield Devonshire Green - UKA00575,2024-12-21T00:03:00Z,µg/m³,17,22,30,24
Sheffield Devonshire Green - UKA00575,2024-12-21T00:04:00Z,µg/m³,21,22,30,24
Sheffield Devonshire Green - UKA00575,2024-12-21T00:05:00Z,µg/m³,21,22,30,24
Sheffield Devonshire Green - UKA00575,2024-12-21T00:06:00Z,µg/m³,25,21,29,24
Sheffield Devonshire Green - UKA00575,2024-12-21T00:07:00Z,µg/m³,28,21,29,24
Sheffield Devonshire Green - UKA00575,2024-12-21T00:08:00Z,µg/m³,24,22,28,23
Sheffield Devonshire Green - UKA00575,2024-12-21T00:09:00Z,µg/m³,32,23,27,22
Sheffield Devonshire Green - UKA00575,2024-12-21T00:10:00Z,µg/m³,37,23,26,22
Sheffield Devonshire Green - UKA00575,2024-12-21T00:11:00Z,µg/m³,27,23,25,21
Sheffield Devonshire Green - UKA00575,2024-12-21T00:12:00Z,µg/m³,31,25,24,20
Sheffield Devonshire Green - UKA00575,2024-12-21T00:13:00Z,µg/m³,19,28,23,19
Sheffield Devonshire Green - UKA00575,2024-12-21T00:14:00Z,µg/m³,20,33,22,18
Sheffield Devonshire Green - UKA00575,2024-12-21T00:15:00Z,µg/m³,11,39,22,18
Sheffield Devonshire Green - UKA00575,2024-12-21T00:16:00Z,µg/m³,12,42,21,17
Sheffield Devonshire Green - UKA00575,2024-12-21T00:17:00Z,µg/m³,13,45,20,16
Sheffield Devonshire Green - UKA00575,2024-12-21T00:18:00Z,µg/m³,15,48,19,15
Sheffield Devonshire Green - UKA00575,2024-12-21T00:19:00Z,µg/m³,17,49,18,14
Sheffield Devonshire Green - UKA00575,2024-12-21T00:20:00Z,µg/m³,16,52,16,13
Sheffield Devonshire Green - UKA00575,2024-12-21T00:21:00Z,µg/m³,11,53,15,12
Sheffield Devonshire Green - UKA00575,2024-12-21T00:22:00Z,µg/m³,9,54,14,11
Sheffield Devonshire Green - UKA00575,2024-12-21T00:23:00Z,µg/m³,9,52,14,11
Sheffield Devonshire Green - UKA00575,2024-01-21T00:00:00Z,µg/m³,17,34,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:02:00Z,µg/m³,18,32,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:05:00Z,µg/m³,15,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:06:00Z,µg/m³,7,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:07:00Z,µg/m³,8,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:09:00Z,µg/m³,9,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:13:00Z,µg/m³,9,56,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:14:00Z,µg/m³,12,53,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:15:00Z,µg/m³,12,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:19:00Z,µg/m³,24,21,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:20:00Z,µg/m³,21,23,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:23:00Z,µg/m³,45,2,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:00:00Z,µg/m³,42,2,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:01:00Z,µg/m³,41,1,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:02:00Z,µg/m³,38,1,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:04:00Z,µg/m³,37,1,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:09:00Z,µg/m³,11,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:10:00Z,µg/m³,14,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:11:00Z,µg/m³,23,32,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:14:00Z,µg/m³,20,30,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:15:00Z,µg/m³,20,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:18:00Z,µg/m³,22,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:21:00Z,µg/m³,33,12,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:22:00Z,µg/m³,32,12,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:23:00Z,µg/m³,28,14,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:07:00Z,µg/m³,8,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:10:00Z,µg/m³,8,40,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:11:00Z,µg/m³,9,40,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:12:00Z,µg/m³,16,35,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:13:00Z,µg/m³,16,38,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:14:00Z,µg/m³,21,33,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:18:00Z,µg/m³,24,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:01:00Z,µg/m³,25,34,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:04:00Z,µg/m³,7,42,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:06:00Z,µg/m³,6,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:09:00Z,µg/m³,34,20,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:18:00Z,µg/m³,31,21,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:19:00Z,µg/m³,34,17,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:23:00Z,µg/m³,25,17,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:00:00Z,µg/m³,22,19,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:02:00Z,µg/m³,21,18,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:06:00Z,µg/m³,10,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:09:00Z,µg/m³,26,12,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:19:00Z,µg/m³,29,8,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:20:00Z,µg/m³,29,16,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:22:00Z,µg/m³,29,19,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:23:00Z,µg/m³,26,11,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:06:00Z,µg/m³,20,5,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:07:00Z,µg/m³,21,4,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:09:00Z,µg/m³,32,2,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:10:00Z,µg/m³,42,3,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:12:00Z,µg/m³,36,10,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:13:00Z,µg/m³,24,24,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:15:00Z,µg/m³,30,22,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:16:00Z,µg/m³,20,32,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:19:00Z,µg/m³,22,29,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:20:00Z,µg/m³,21,32,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:06:00Z,µg/m³,8,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:07:00Z,µg/m³,8,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:10:00Z,µg/m³,25,17,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:12:00Z,µg/m³,22,26,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:13:00Z,µg/m³,24,26,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:17:00Z,µg/m³,33,19,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:18:00Z,µg/m³,28,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:03:00Z,µg/m³,19,21,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:04:00Z,µg/m³,17,23,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:13:00Z,µg/m³,25,24,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:14:00Z,µg/m³,30,24,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:20:00Z,µg/m³,34,22,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:21:00Z,µg/m³,26,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:22:00Z,µg/m³,26,27,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:23:00Z,µg/m³,24,30,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:08:00Z,µg/m³,14,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:21:00Z,µg/m³,24,26,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:22:00Z,µg/m³,21,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:04:00Z,µg/m³,21,20,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:06:00Z,µg/m³,16,21,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:07:00Z,µg/m³,20,15,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:09:00Z,µg/m³,23,8,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:10:00Z,µg/m³,24,8,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:11:00Z,µg/m³,25,8,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:14:00Z,µg/m³,16,20,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:15:00Z,µg/m³,15,20,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:21:00Z,µg/m³,36,12,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:22:00Z,µg/m³,18,34,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:23:00Z,µg/m³,10,50,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:03:00Z,µg/m³,4,57,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:05:00Z,µg/m³,6,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:06:00Z,µg/m³,3,52,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:11:00Z,µg/m³,17,44,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:13:00Z,µg/m³,9,57,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:14:00Z,µg/m³,12,53,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:16:00Z,µg/m³,13,49,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:20:00Z,µg/m³,32,19,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:21:00Z,µg/m³,36,15,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:00:00Z,µg/m³,16,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:01:00Z,µg/m³,13,41,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:06:00Z,µg/m³,8,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:00:00Z,µg/m³,13,44,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:01:00Z,µg/m³,12,44,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:03:00Z,µg/m³,10,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:04:00Z,µg/m³,10,45,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:05:00Z,µg/m³,11,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:06:00Z,µg/m³,8,49,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:09:00Z,µg/m³,8,44,NA,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:12:00Z,µg/m³,14,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:05:00Z,µg/m³,6,53,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:12:00Z,µg/m³,14,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:14:00Z,µg/m³,14,50,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:15:00Z,µg/m³,16,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:18:00Z,µg/m³,22,40,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:01:00Z,µg/m³,13,41,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:05:00Z,µg/m³,7,43,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:09:00Z,µg/m³,43,0,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:12:00Z,µg/m³,52,8,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:14:00Z,µg/m³,30,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:17:00Z,µg/m³,44,17,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:18:00Z,µg/m³,59,3,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:20:00Z,µg/m³,47,6,NA,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:23:00Z,µg/m³,33,12,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:00:00Z,µg/m³,31,14,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:04:00Z,µg/m³,11,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:22:00Z,µg/m³,19,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:01:00Z,µg/m³,9,54,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:03:00Z,µg/m³,9,52,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:05:00Z,µg/m³,8,57,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:07:00Z,µg/m³,7,56,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:11:00Z,µg/m³,26,49,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:12:00Z,µg/m³,18,56,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:13:00Z,µg/m³,29,42,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:14:00Z,µg/m³,16,53,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:19:00Z,µg/m³,12,63,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:21:00Z,µg/m³,10,70,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:22:00Z,µg/m³,7,71,NA,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:23:00Z,µg/m³,7,71,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:00:00Z,µg/m³,6,68,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:01:00Z,µg/m³,5,68,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:08:00Z,µg/m³,6,60,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:09:00Z,µg/m³,9,56,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:10:00Z,µg/m³,14,54,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:12:00Z,µg/m³,16,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:13:00Z,µg/m³,16,46,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:14:00Z,µg/m³,23,36,NA,NA
